zoneamento;tam_terreno;forma_terreno;qualidade_geral;condicao;ano_construcao;qualidade_aquecedor;ar_condicionado;tam_primeiro_andar;tam_segundo_andar;tam_sala_estar;qtde_quartos;qualidade_cozinha;qtde_banheiros;qtde_comodos;qtde_lareiras;qtde_carros_garagem;tam_garagem;tam_piscina;qualidade_piscina;mes_venda;ano_venda;preco
RM;761.6187940000001;Reg;7;5;2004;Ex;Y;126.162274;0.0;126.162274;2;Gd;2;6;1;2;44.965052;0.0;NotAv;7;2008;840419.9999999999
RL;840.028926;IR1;6;5;1998;Gd;Y;87.607529;64.567585;152.17511399999998;3;TA;2;7;2;2;43.850215999999996;0.0;NotAv;7;2008;779519.9999999999
RL;15297.407980000002;IR1;5;6;1965;Ex;Y;150.40995700000002;15.514801;165.924758;3;TA;2;7;2;2;49.145687;0.0;NotAv;8;2008;929537.0
RL;1315.227771;IR1;9;5;2005;Ex;Y;178.559566;0.0;178.559566;3;Gd;2;8;1;3;62.802428000000006;0.0;NotAv;7;2007;1532349.5599999996
RL;848.6689050000001;Reg;7;5;2002;Ex;Y;142.69900800000002;0.0;142.69900800000002;3;Gd;2;7;0;2;49.424396;0.0;NotAv;12;2008;868839.9999999999
RL;1314.112935;Reg;7;7;1984;Ex;Y;150.59576299999998;0.0;150.59576299999998;3;Gd;2;8;0;2;40.877320000000005;0.0;NotAv;5;2006;822149.9999999999
RL;1151.9972;IR1;6;7;1958;TA;Y;112.877145;0.0;112.877145;3;TA;1;6;0;1;27.592190999999996;0.0;NotAv;6;2009;629299.9999999999
RL;1318.386473;Reg;8;5;2002;Ex;Y;92.252679;85.00624499999998;177.258924;4;Gd;2;9;0;2;40.041193;0.0;NotAv;4;2010;823773.9999999999
RH;780.3851999999998;Reg;4;4;1950;Gd;Y;78.131423;0.0;78.131423;2;TA;1;4;0;1;27.313482;0.0;NotAv;9;2009;332919.99999999994
RL;793.763232;Reg;3;4;1949;Fa;N;96.61912;0.0;96.61912;2;TA;2;6;0;2;37.1612;0.0;NotAv;5;2006;355249.99999999994
RL;822.098647;IR1;9;5;2005;Ex;Y;156.448652;0.0;156.448652;2;Ex;2;6;1;2;52.397292;0.0;NotAv;7;2008;1079960.0
RM;240.80457599999997;Reg;5;3;1976;TA;Y;49.796008;53.512128000000004;103.308136;3;TA;1;4;0;1;31.215408;0.0;NotAv;4;2010;345099.99999999994
RL;597.8308049999998;Reg;6;5;1939;Gd;Y;90.301716;56.206315000000004;146.50803100000002;3;Fa;1;6;1;1;28.985736;0.0;NotAv;10;2006;569212.0
RL;1186.557116;IR1;6;8;1960;TA;Y;89.001074;0.0;89.001074;2;TA;1;5;0;1;27.963803000000002;0.0;NotAv;4;2007;615089.9999999999
RL;1635.0928;IR1;6;5;1960;Ex;Y;137.31063400000002;0.0;137.31063400000002;3;TA;2;6;2;2;46.265694;0.0;NotAv;12;2009;639449.9999999999
RL;227.426544;Reg;7;5;2003;Ex;Y;70.977892;80.082386;151.060278;2;Gd;2;6;0;2;44.036021999999996;0.0;NotAv;10;2008;625239.9999999999
RL;1898.101193;IR2;9;5;2005;Ex;Y;171.684744;81.75464000000001;253.439384;4;Ex;2;10;2;3;65.589518;0.0;NotAv;4;2006;1774845.2399999998
RL;726.50146;IR1;9;5;2007;Ex;Y;173.635707;0.0;173.635707;2;Ex;2;6;1;2;57.321151;0.0;NotAv;12;2007;1291327.66
RL;489.691713;IR1;7;5;1986;Gd;Y;134.98805900000002;0.0;134.98805900000002;2;Gd;1;6;1;2;41.341834999999996;0.0;NotAv;12;2006;771399.9999999999
RL;843.930852;Reg;5;6;1941;TA;N;57.228248;45.986985;103.215233;3;TA;1;5;0;1;18.5806;0.0;NotAv;3;2008;385700.0
RM;791.53356;Reg;6;8;1928;Gd;Y;66.89016;0.0;66.89016;2;TA;1;5;0;2;44.965052;0.0;NotAv;5;2010;429954.0
RL;780.3851999999998;Reg;6;5;1940;Ex;Y;110.740376;37.439909;148.180285;2;TA;1;6;2;1;22.29672;0.0;NotAv;6;2006;568400.0
RL;1045.065847;IR2;6;5;1995;Ex;Y;111.4836;0.0;111.4836;3;Gd;2;6;0;2;48.402463;0.0;NotAv;8;2007;720649.9999999999
RL;859.166944;IR1;6;6;1992;Gd;Y;108.417801;0.0;108.417801;3;Gd;2;6;0;2;37.1612;0.0;NotAv;7;2009;702379.9999999999
RM;392.422272;Reg;5;5;1976;TA;Y;106.095226;0.0;106.095226;3;TA;1;6;1;2;49.052784;0.0;NotAv;8;2007;544040.0
RL;643.8177900000001;IR1;5;4;1958;Ex;Y;125.60485600000001;0.0;125.60485600000001;3;Gd;1;6;0;1;26.756064000000002;0.0;NotAv;7;2006;527800.0
RL;1115.857933;IR1;8;5;1998;Ex;Y;100.892658;77.852714;178.745372;3;Gd;2;7;1;2;54.998576;0.0;NotAv;6;2006;1136800.0
RL;700.48862;IR1;6;6;1978;Ex;Y;84.727536;0.0;84.727536;2;TA;1;5;1;2;43.66441;0.0;NotAv;6;2007;633359.9999999999
RL;849.505032;Reg;5;5;1940;Gd;Y;91.788164;48.030851;139.81901499999998;3;TA;1;8;0;1;22.29672;0.0;NotAv;7;2008;588700.0
RL;678.284803;Reg;7;5;2003;Ex;Y;45.986985;132.572581;178.559566;4;Gd;3;7;1;2;62.430816;0.0;NotAv;7;2009;805909.9999999999
RM;156.07703999999998;Reg;6;8;1972;Gd;Y;44.872149;46.823112;91.695261;2;Gd;1;5;0;1;24.526392;0.0;NotAv;5;2009;479080.0
RL;1746.5764;IR1;6;5;1976;TA;Y;73.39336999999999;72.835952;146.229322;3;TA;2;6;1;2;52.583098;0.0;NotAv;7;2006;771399.9999999999
RM;993.13307;Reg;5;7;1920;Gd;Y;62.430816;62.430816;124.861632;3;TA;1;6;0;1;43.478604;0.0;NotAv;7;2009;596820.0
RL;882.5785;IR1;6;5;1963;Gd;Y;129.50678200000002;0.0;129.50678200000002;3;TA;1;6;2;2;47.752142;0.0;NotAv;7;2009;645539.9999999999
RL;850.06245;IR1;6;5;1962;Gd;Y;132.94419299999998;0.0;132.94419299999998;3;TA;1;6;1;1;27.499288;0.0;NotAv;12;2008;669899.9999999999
RL;724.6434;Reg;5;6;1954;Gd;Y;117.801004;0.0;117.801004;2;TA;1;7;1;1;22.668332;0.0;NotAv;3;2010;535920.0
RL;913.23649;IR1;5;7;1959;Ex;Y;119.56616100000001;0.0;119.56616100000001;3;Gd;1;7;1;2;53.512128000000004;0.0;NotAv;3;2010;657719.9999999999
RL;754.4652629999999;IR1;6;5;2000;Ex;Y;88.536559;66.05403299999999;154.590592;3;TA;2;7;1;2;42.73538;0.0;NotAv;1;2006;699943.9999999999
RL;1590.49936;Reg;4;4;1959;TA;Y;104.05136;43.478604;147.52996399999998;4;TA;2;7;1;2;63.174040000000005;0.0;NotAv;7;2008;545793.9199999999
RL;666.579025;Reg;6;5;1984;TA;Y;69.863056;0.0;69.863056;2;TA;1;4;0;1;24.526392;0.0;NotAv;2;2010;507500.0
RL;987.9305019999999;Reg;5;6;1953;TA;Y;122.539057;0.0;122.539057;3;TA;1;5;0;1;25.08381;0.0;NotAv;11;2009;499380.0
RL;761.8046;Reg;7;5;2003;Ex;Y;78.688841;100.428143;179.116984;4;Gd;2;8;1;2;40.319902;0.0;NotAv;7;2007;891169.9999999999
RL;930.88806;IR1;1;1;1922;Gd;N;83.984312;0.0;83.984312;1;Fa;0;4;0;0;0.0;0.0;NotAv;3;2009;247660.0
RL;821.819938;IR1;5;5;1996;Ex;Y;84.913342;0.0;84.913342;2;TA;1;5;0;2;53.512128000000004;0.0;NotAv;7;2006;600880.0
FV;1035.2181289999999;IR1;8;5;2004;Ex;Y;146.78673999999998;82.312058;229.098798;4;Gd;3;8;1;2;56.67083;0.0;NotAv;12;2007;1380399.9999999998
RL;1058.5367820000001;Reg;9;2;2010;Ex;Y;172.427968;0.0;172.427968;1;Ex;1;8;1;3;77.48110199999998;0.0;NotAv;6;2010;1601393.92
RL;754.651069;IR1;6;5;2000;Ex;Y;93.553321;73.67207900000001;167.2254;3;TA;2;7;1;2;43.014089;0.0;NotAv;6;2009;726739.9999999999
RL;464.515;Reg;5;6;1924;TA;Y;95.318478;61.780494999999995;157.098973;3;Gd;2;6;1;1;28.614124;0.0;NotAv;5;2010;515620.0
FV;668.9016;Reg;7;5;2006;Ex;Y;120.866803;0.0;120.866803;2;Gd;2;5;1;2;53.140516000000005;0.0;NotAv;8;2006;762264.9999999999
RL;858.888235;IR1;7;5;2006;Ex;Y;87.235917;79.710774;166.946691;3;Gd;2;8;0;2;59.365017;0.0;NotAv;4;2007;866809.9999999999
RH;836.127;Reg;6;3;1928;TA;N;72.835952;0.0;72.835952;2;TA;1;5;0;2;33.44508;0.0;NotAv;10;2009;308559.99999999994
RL;4933.799621;IR2;6;5;1992;Ex;Y;100.242337;81.197222;181.439559;3;Gd;2;9;2;2;46.544403;0.0;NotAv;6;2007;974400.0
RL;295.617346;Reg;8;5;2004;Ex;Y;117.89390700000001;0.0;117.89390700000001;2;Gd;2;6;1;2;39.94829;0.0;NotAv;4;2010;779519.9999999999
RL;781.31423;Reg;5;3;1910;TA;Y;61.130174;48.866978;109.997152;5;TA;1;8;0;0;0.0;0.0;NotAv;5;2006;328859.99999999994
RL;668.9016;Reg;6;6;1976;Ex;Y;104.515875;0.0;104.515875;3;TA;1;6;1;1;32.701856;0.0;NotAv;10;2009;507500.0
RL;871.6159460000001;IR1;7;5;1999;Ex;Y;137.403537;0.0;137.403537;3;Gd;2;6;0;2;53.605031000000004;0.0;NotAv;7;2008;775459.9999999999
RL;1158.872022;Reg;10;5;2007;Ex;Y;161.837026;54.81276999999999;216.649796;3;Ex;2;9;1;3;78.595938;0.0;NotAv;8;2008;1729559.9999999998
RL;780.8497150000001;Reg;5;8;1900;Ex;Y;89.279783;37.718618;126.998401;4;TA;1;7;0;1;35.674752000000005;0.0;NotAv;4;2008;483140.0
RL;1134.252727;IR1;6;5;2001;Ex;Y;74.694012;107.488771;182.182783;3;Gd;2;7;1;2;52.02568;0.0;NotAv;6;2009;872899.9999999999
RL;774.718117;IR1;5;7;1959;TA;Y;81.940446;0.0;81.940446;3;TA;1;5;0;1;27.313482;0.0;NotAv;7;2007;432390.0
RL;691.755738;Reg;4;5;1941;TA;Y;73.207564;0.0;73.207564;2;TA;1;4;2;0;0.0;0.0;NotAv;4;2006;406000.0
RL;941.4790019999999;Reg;5;6;1940;Gd;Y;68.283705;27.777996999999996;96.061702;2;TA;1;5;0;1;22.29672;0.0;NotAv;7;2007;442540.0
RL;889.1746130000001;Reg;5;6;1956;TA;Y;106.28103200000001;0.0;106.28103200000001;3;TA;1;6;0;1;55.370188;0.0;NotAv;6;2010;523740.0
RL;668.9016;Reg;5;5;1972;TA;Y;83.05528199999999;0.0;83.05528199999999;2;TA;1;6;0;2;55.7418;0.0;NotAv;9;2009;499380.0
RL;705.13377;Reg;5;5;1962;TA;Y;81.383028;86.957208;168.340236;4;TA;2;8;1;1;24.526392;0.0;NotAv;7;2007;688169.9999999999
RM;833.061201;Reg;5;2;1920;Gd;Y;100.056531;0.0;100.056531;2;TA;1;6;0;1;31.401214000000003;0.0;NotAv;11;2007;272020.0
FV;754.836875;Reg;7;5;2006;Ex;Y;103.308136;40.691514;143.99965;2;Gd;2;7;0;2;40.691514;0.0;NotAv;10;2009;978460.0
RL;1390.107589;IR2;8;5;1996;Ex;Y;119.65906399999999;0.0;119.65906399999999;1;Ex;1;4;2;2;46.4515;0.0;NotAv;12;2008;996730.0
RL;814.480601;IR1;7;5;2005;Ex;Y;121.70293000000001;0.0;121.70293000000001;3;Gd;2;6;1;2;37.1612;0.0;NotAv;7;2006;669859.3999999999
RL;947.6106;Reg;5;8;1940;Ex;Y;62.430816;0.0;62.430816;2;TA;1;4;0;1;22.29672;0.0;NotAv;8;2008;438480.0
RL;1123.19727;Reg;8;5;1998;Gd;Y;108.231995;102.007494;210.23948900000002;4;Gd;2;10;1;2;39.019259999999996;0.0;NotAv;7;2006;1047480.0
RL;962.846692;IR1;6;5;1995;Gd;Y;74.879818;71.163698;146.04351599999998;3;TA;2;7;1;2;34.652819;0.0;NotAv;5;2007;682079.9999999999
RL;928.193873;IR1;4;4;1976;Ex;Y;150.50286;0.0;150.50286;3;TA;2;8;1;2;45.52247;0.0;NotAv;6;2009;608999.9999999999
RL;973.6234400000001;Reg;6;5;1936;Ex;Y;108.324898;0.0;152.268017;3;TA;1;6;0;1;22.29672;0.0;NotAv;3;2008;466900.0
RL;1447.057128;Reg;6;7;1915;Ex;Y;78.03851999999999;78.03851999999999;156.07703999999998;4;TA;2;8;0;1;28.614124;0.0;NotAv;3;2008;718619.9999999999
RL;1314.949062;Reg;7;5;2006;Ex;Y;99.499113;102.286203;201.785316;3;Gd;2;9;1;3;87.979141;0.0;NotAv;8;2007;1136800.0
FV;1003.3524;Reg;8;5;2007;Ex;Y;97.54815;95.504284;193.052434;3;Ex;2;8;1;3;77.66690799999999;0.0;NotAv;4;2008;1379384.9999999998
RL;889.1746130000001;Reg;5;3;1958;TA;Y;118.544228;0.0;118.544228;3;TA;1;5;0;1;32.51605;0.0;NotAv;6;2009;243600.0
RL;3219.08895;Reg;5;5;1955;TA;N;98.105568;0.0;98.105568;3;TA;1;5;0;2;53.140516000000005;0.0;NotAv;1;2006;588700.0
FV;409.05190899999997;IR2;7;5;2009;Ex;Y;137.31063400000002;0.0;137.31063400000002;2;Gd;2;7;1;2;44.965052;0.0;NotAv;6;2010;901320.0
RM;832.41088;Reg;5;6;1927;Gd;Y;95.504284;0.0;95.504284;2;TA;1;5;1;2;33.44508;0.0;NotAv;3;2010;466900.0
RL;1043.114884;IR2;7;5;1993;Ex;Y;100.33524;94.482351;194.817591;3;Gd;2;9;1;3;62.988234;0.0;NotAv;12;2008;925680.0
RL;826.743797;IR1;7;5;2007;Ex;Y;124.49002;0.0;124.49002;3;Gd;2;6;0;2;36.789588;0.0;NotAv;8;2007;735404.0399999998
RL;728.731132;Reg;6;7;1978;TA;Y;62.430816;67.63338399999999;130.0642;3;TA;1;6;1;2;40.877320000000005;0.0;NotAv;3;2006;606969.9999999999
RL;2082.88526;IR1;6;6;1918;TA;N;127.27711000000001;116.50036200000001;243.77747200000002;4;TA;2;10;1;3;80.268192;0.0;NotAv;11;2007;970340.0
RL;758.08848;Reg;5;6;1940;Fa;N;70.234668;35.117334;105.352002;3;TA;1;7;0;1;22.29672;0.0;NotAv;4;2007;511560.0
RL;785.03035;Reg;5;6;1968;Ex;Y;98.105568;0.0;98.105568;3;TA;1;6;1;1;28.242511999999998;0.0;NotAv;7;2010;576520.0
RM;655.89518;Reg;7;5;1997;Ex;Y;124.861632;0.0;124.861632;2;TA;2;8;0;4;72.835952;0.0;NotAv;11;2008;837577.9999999999
RL;1545.441405;IR1;6;7;1977;Gd;Y;148.83060600000002;0.0;148.83060600000002;3;Gd;2;8;1;2;49.145687;0.0;NotAv;6;2009;872899.9999999999
RL;2020.64025;Reg;5;5;1954;Ex;Y;91.788164;0.0;91.788164;2;TA;1;4;0;2;48.30956;0.0;NotAv;2;2008;458780.0
RL;854.7076;Reg;8;5;1998;Gd;Y;136.56741;107.76748;244.33489;4;Gd;2;8;1;3;64.660488;0.0;NotAv;6;2008;1278899.9999999998
RL;836.127;Reg;6;5;1956;Gd;Y;111.11198799999998;0.0;111.11198799999998;2;TA;1;6;1;1;27.592190999999996;0.0;NotAv;5;2008;564340.0
RM;313.826334;Reg;7;8;1946;Gd;Y;65.68242099999999;63.359846;129.04226699999998;3;TA;1;6;2;1;22.29672;0.0;NotAv;9;2009;548100.0
RL;1189.1584;Reg;7;5;1989;Gd;Y;152.73253200000002;0.0;152.73253200000002;2;Gd;2;5;1;2;52.86180699999999;0.0;NotAv;8;2009;1116500.0
RL;798.315479;IR1;4;6;1957;Ex;Y;84.263021;0.0;84.263021;3;TA;1;5;0;1;32.701856;0.0;NotAv;7;2008;442572.48
RL;628.210086;Reg;7;5;2007;Ex;Y;112.226824;0.0;112.226824;2;Gd;2;6;0;2;58.343084;0.0;NotAv;9;2007;793323.9999999999
RL;1064.3896710000001;IR1;6;5;1988;TA;Y;131.179036;0.0;131.179036;3;Gd;2;6;1;2;53.512128000000004;0.0;NotAv;3;2009;710499.9999999999
RM;156.07703999999998;Reg;6;5;1971;TA;Y;44.872149;46.823112;91.695261;2;TA;1;4;0;1;24.526392;0.0;NotAv;7;2008;346723.99999999994
RM;518.956158;IR1;6;7;1920;Gd;Y;101.078464;10.219330000000001;111.297794;4;TA;1;7;0;0;0.0;0.0;NotAv;9;2008;324393.99999999994
RM;178.37376;Reg;5;5;1971;Ex;Y;71.07079499999999;55.7418;126.812595;2;TA;1;6;0;2;40.877320000000005;0.0;NotAv;8;2007;497350.0
RL;1006.975617;IR1;6;5;1997;Ex;Y;86.028178;62.988234;149.016412;3;TA;2;7;1;2;43.66441;0.0;NotAv;7;2008;734859.9999999999
RM;175.58667;Reg;4;7;1972;Gd;Y;58.528890000000004;0.0;58.528890000000004;1;TA;1;3;0;0;0.0;0.0;NotAv;6;2008;328859.99999999994
RL;990.996301;IR2;7;6;1996;Ex;Y;76.830781;77.48110199999998;154.311883;3;Gd;2;6;1;2;51.09665;0.0;NotAv;4;2009;860719.9999999999
RM;408.7732;Reg;6;8;1920;TA;Y;68.190802;35.674752000000005;103.865554;2;TA;1;6;0;2;40.877320000000005;0.0;NotAv;10;2006;470960.0
RM;557.418;Reg;6;7;1926;Gd;Y;83.984312;0.0;83.984312;2;TA;1;4;0;1;16.72254;0.0;NotAv;1;2009;483140.0
RL;397.62484;Reg;5;6;1913;TA;N;64.474682;0.0;64.474682;2;Gd;1;4;1;1;32.701856;0.0;NotAv;3;2007;366821.0
RL;1147.7236619999999;Reg;6;8;1920;Gd;Y;63.545652000000004;47.566336;111.11198799999998;3;Gd;1;7;0;2;49.052784;0.0;NotAv;8;2009;446600.0
RL;1433.5861929999999;Reg;10;5;2008;Ex;Y;223.153006;0.0;223.153006;2;Ex;2;10;2;3;62.430816;0.0;NotAv;4;2009;2253300.0
RL;1124.869524;Reg;4;4;1955;TA;N;133.78032;0.0;133.78032;4;Fa;2;8;0;0;0.0;0.0;NotAv;9;2008;479080.0
RM;579.7147199999998;Reg;5;7;1930;TA;Y;104.794584;41.341834999999996;146.136419;3;TA;2;8;1;2;33.44508;0.0;NotAv;6;2008;661373.9999999999
RL;364.365566;Reg;7;5;2006;Ex;Y;116.871974;0.0;116.871974;2;Gd;2;6;1;3;60.20114399999999;0.0;NotAv;6;2007;700349.9999999999
RL;812.90125;Reg;7;5;1994;Ex;Y;86.678499;90.580425;177.258924;4;Gd;2;8;1;2;45.801179;0.0;NotAv;7;2008;852599.9999999999
RL;915.559065;Reg;6;5;1956;Fa;Y;156.913167;0.0;156.913167;3;TA;1;7;1;2;44.59344;0.0;NotAv;11;2009;517650.0
RL;1532.156276;IR1;6;6;1966;Ex;Y;175.40086399999998;0.0;175.40086399999998;2;Gd;2;6;1;2;53.697934;0.0;NotAv;6;2010;771399.9999999999
RL;1041.814242;IR1;7;5;1998;Gd;Y;88.815268;86.39979;175.215058;4;Gd;2;10;1;2;40.041193;0.0;NotAv;7;2006;811593.9999999999
RM;798.9658;Reg;6;6;1937;TA;Y;72.46433999999998;55.370188;127.834528;3;TA;2;7;1;1;18.394794;0.0;NotAv;6;2006;485170.0
RM;557.418;Reg;3;7;1948;Ex;Y;63.081137;46.823112;109.904249;2;TA;1;6;0;1;28.614124;0.0;NotAv;6;2007;487200.0
RM;528.060652;Reg;6;8;1930;Ex;Y;75.530139;0.0;75.530139;2;Gd;1;5;0;1;25.08381;0.0;NotAv;6;2006;446600.0
RL;6573.909183;IR1;7;5;1975;TA;Y;142.420299;0.0;142.420299;2;Gd;2;5;2;2;53.512128000000004;0.0;NotAv;12;2006;1136800.0
RL;864.276609;IR1;6;5;1996;Ex;Y;82.49786399999998;80.639804;163.137668;3;TA;2;7;0;2;39.205065999999995;0.0;NotAv;7;2007;828239.9999999999
FV;836.127;Reg;8;5;2008;Ex;Y;73.02175799999999;74.694012;147.71577;3;Gd;2;6;0;2;62.802428000000006;0.0;NotAv;6;2009;852599.9999999999
RL;863.719191;Reg;5;5;1976;TA;Y;160.536384;0.0;160.536384;4;TA;2;8;0;2;52.02568;0.0;NotAv;7;2006;763279.9999999999
RL;891.8688;Reg;7;6;1973;Fa;Y;115.385526;0.0;115.385526;3;TA;1;6;1;2;49.052784;0.0;NotAv;9;2007;712529.9999999999
RM;424.659613;Reg;5;5;1916;Fa;N;57.971472;66.89016;124.861632;4;TA;1;7;0;3;47.659239;0.0;NotAv;5;2008;397880.0
RL;4944.947981;IR1;4;6;1954;Ex;Y;154.49768899999998;0.0;154.49768899999998;2;Gd;1;6;2;2;49.145687;0.0;NotAv;3;2008;1039360.0
RM;473.8053;Reg;8;7;1925;Fa;Y;77.388199;77.388199;154.776398;3;Gd;1;7;1;1;21.181884;0.0;NotAv;6;2008;653659.9999999999
RL;651.714545;IR1;5;4;1950;TA;Y;90.952037;20.810272;111.762309;3;Gd;1;5;1;1;32.701856;0.0;NotAv;7;2009;446600.0
FV;743.595612;IR1;8;5;2009;Ex;Y;77.295296;102.472009;179.767305;3;TA;2;8;0;2;51.282456;0.0;NotAv;12;2009;1069546.1
RL;668.9016;Reg;7;9;1936;Ex;Y;53.419225;52.02568;105.444905;3;Gd;1;6;0;2;53.512128000000004;0.0;NotAv;4;2009;629299.9999999999
RL;769.329743;IR1;5;5;1965;Gd;Y;80.268192;0.0;80.268192;3;TA;1;5;1;1;33.44508;0.0;NotAv;12;2009;253274.98
RL;1113.721164;IR1;6;7;1934;Fa;Y;78.874647;75.34433299999999;154.21898000000002;3;TA;1;6;1;1;22.29672;0.0;NotAv;8;2008;766121.9999999999
RL;783.1722900000001;Reg;5;5;1978;TA;Y;96.61912;0.0;96.61912;3;TA;2;5;0;0;0.0;0.0;NotAv;8;2009;503440.0
RM;285.39801600000004;Reg;7;5;2004;Ex;Y;131.36484199999998;0.0;131.36484199999998;2;Gd;2;6;1;2;36.975394;0.0;NotAv;5;2006;725684.3999999998
RL;987.373084;Reg;7;5;1970;TA;Y;118.63713100000001;0.0;118.63713100000001;2;TA;1;5;1;2;48.866978;0.0;NotAv;4;2007;678019.9999999999
RL;880.7204399999998;Reg;5;7;1942;Ex;Y;82.49786399999998;70.234668;152.73253200000002;3;Gd;1;7;2;1;28.985736;0.0;NotAv;6;2007;594790.0
RL;1061.695484;IR1;8;5;2006;Ex;Y;151.803502;0.0;151.803502;3;Gd;2;7;1;3;80.453998;0.0;NotAv;5;2007;1015000.0
RL;863.161773;IR1;6;5;1993;Ex;Y;77.295296;81.568834;158.86413000000002;3;Gd;2;7;0;2;47.008918;0.0;NotAv;6;2008;759219.9999999999
RL;633.5984599999999;IR1;8;5;1985;TA;Y;139.54030600000002;0.0;139.54030600000002;1;Gd;1;4;0;2;49.052784;0.0;NotAv;6;2010;860719.9999999999
RL;1110.3766560000001;Reg;7;6;1977;TA;Y;107.86038300000001;75.065624;182.926007;3;TA;2;8;1;2;49.610202;0.0;NotAv;11;2007;771399.9999999999
RM;341.418525;Reg;6;5;2005;Ex;Y;99.592016;0.0;99.592016;2;TA;1;5;0;2;48.774075;0.0;NotAv;6;2008;600880.0
RL;1391.4082310000001;IR1;8;5;2006;Ex;Y;183.576328;0.0;183.576328;2;Gd;2;7;1;3;84.355924;0.0;NotAv;7;2007;1786399.9999999998
RL;495.17299;Reg;8;5;2000;Ex;Y;153.47575600000002;0.0;153.47575600000002;2;Ex;2;6;0;2;46.358596999999996;0.0;NotAv;8;2007;1019060.0
RL;787.81744;Reg;5;6;1963;TA;Y;90.11591;0.0;90.11591;2;TA;1;5;0;2;57.971472;0.0;NotAv;7;2007;537950.0
RL;1219.351875;Reg;6;5;1997;Ex;Y;138.704179;0.0;138.704179;3;Gd;2;7;1;2;47.194724;0.0;NotAv;4;2008;848133.9999999999
RL;1272.1207789999999;Reg;9;5;2006;Ex;Y;192.216307;53.326322;245.542629;3;Ex;2;9;1;3;64.474682;0.0;NotAv;3;2007;1542799.9999999998
RL;988.209211;Reg;8;5;2007;Ex;Y;159.60735400000002;0.0;159.60735400000002;3;Gd;2;7;1;3;76.73787800000001;0.0;NotAv;9;2009;1205820.0
RM;550.450275;Reg;4;7;1937;TA;Y;105.073293;0.0;105.073293;2;TA;1;7;0;2;62.430816;0.0;NotAv;3;2007;363252.26
RL;1489.513799;IR1;9;5;2004;Ex;Y;171.87055;0.0;171.87055;3;Gd;2;8;1;3;71.72111600000001;0.0;NotAv;3;2006;1323559.9999999998
RL;1100.5289380000002;IR1;9;5;2003;Ex;Y;166.482176;0.0;166.482176;2;Ex;2;6;1;3;81.197222;0.0;NotAv;8;2006;1518439.9999999998
RM;232.2575;Reg;7;8;1915;Ex;Y;85.099148;84.54173;169.64087800000001;4;Ex;1;7;1;1;15.236092000000001;0.0;NotAv;6;2009;629299.9999999999
RM;418.0635;Reg;6;5;1998;Ex;Y;112.97004799999999;0.0;112.97004799999999;2;TA;2;5;0;2;37.347006;0.0;NotAv;5;2006;665839.9999999999
RL;720.741474;IR1;5;7;1962;Gd;Y;92.810097;0.0;92.810097;3;Gd;1;6;0;1;24.526392;0.0;NotAv;3;2007;537950.0
RL;891.8688;Reg;5;7;1950;Gd;Y;103.401039;0.0;103.401039;3;Gd;1;5;1;1;24.526392;0.0;NotAv;7;2009;596820.0
RL;955.878967;Reg;5;7;1965;TA;Y;99.684919;0.0;99.684919;3;TA;1;6;0;2;47.845045;0.0;NotAv;6;2007;633359.9999999999
RL;1137.411429;IR1;5;6;1971;Gd;Y;137.868052;0.0;137.868052;3;TA;2;7;1;2;45.243761;0.0;NotAv;2;2007;710499.9999999999
RL;1003.3524;Reg;5;4;1900;TA;N;164.066698;60.20114399999999;224.267842;3;TA;2;10;1;2;48.30956;0.0;NotAv;5;2006;649599.9999999999
RM;141.769978;Reg;4;8;1970;TA;Y;58.528890000000004;0.0;58.528890000000004;1;Gd;1;3;0;1;26.570258000000003;0.0;NotAv;5;2009;349159.99999999994
RM;247.586495;Reg;5;6;1976;TA;Y;57.228248;63.917264;121.14551200000001;3;TA;1;4;1;1;31.215408;0.0;NotAv;6;2008;466900.0
RL;881.64947;Reg;6;7;1941;TA;Y;89.001074;57.59986;146.600934;3;Fa;1;5;2;1;22.29672;0.0;NotAv;8;2006;539980.0
RL;1447.2429339999999;IR1;6;5;2006;Gd;Y;67.63338399999999;67.63338399999999;135.26676799999998;3;TA;2;8;0;2;39.855387;0.0;NotAv;5;2006;701507.1
RL;736.813693;Reg;5;6;1960;TA;Y;117.89390700000001;0.0;117.89390700000001;3;TA;1;6;1;1;28.614124;0.0;NotAv;6;2008;629299.9999999999
RM;537.350952;Reg;5;8;1938;Gd;Y;82.312058;0.0;82.312058;2;TA;1;4;0;1;25.362519;0.0;NotAv;12;2009;370678.0
C (all);731.982737;Reg;4;5;1920;TA;N;66.89016;0.0;66.89016;2;TA;1;4;0;0;0.0;0.0;NotAv;11;2009;141694.0
RL;1179.124876;IR1;8;5;1992;Ex;Y;299.890884;0.0;299.890884;4;Gd;3;10;1;2;50.725038;0.0;NotAv;5;2007;1745799.9999999998
RL;847.27536;Reg;7;6;1925;Ex;Y;105.25909899999999;63.824361;169.08346;4;TA;2;8;0;1;22.29672;0.0;NotAv;6;2008;747039.9999999999
RL;724.6434;Reg;5;7;1967;Ex;Y;83.519797;0.0;83.519797;3;Gd;1;5;0;1;26.756064000000002;0.0;NotAv;6;2009;527800.0
RL;700.024105;IR1;5;7;1958;Fa;Y;84.727536;0.0;84.727536;2;TA;1;5;0;1;27.592190999999996;0.0;NotAv;6;2007;487200.0
